Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
Y_C00246, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Y_C00249, 0.985555555556, 0.119313882131, 0.00373670482684, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00250, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Y_C00252, 0.986666666667, 0.114697670227, 0.00423972978408, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00253, 0.985555555556, 0.119313882131, 0.00434755501034, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00255, 0.978888888889, 0.143754763743, 0.00435889894354, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00256, 0.975555555556, 0.154424459139, 0.00511111111111, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00257, 0.985555555556, 0.119313882131, 0.00373670482684, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00258, 0.982222222222, 0.132142833309, 0.00436597393431, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00259, 0.981111111111, 0.136132651357, 0.00472842729577, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00262, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Y_C00264, 0.976666666667, 0.150959891656, 0.00452564707876, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00265, 0.968888888889, 0.173617999863, 0.00589622184952, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0
Y_C00267, 0.993333333333, 0.0813770374382, 0.00263874268601, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00268, 0.991111111111, 0.0938609425864, 0.00301436888139, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00269, 0.972222222222, 0.164335549531, 0.00552770798393, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0
Y_C00270, 0.982222222222, 0.132142833309, 0.0053794304164, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00272, 0.994444444444, 0.074328267557, 0.00242161052419, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00275, 0.995555555556, 0.0665183535426, 0.00217732421581, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00279, 0.988888888889, 0.104822012578, 0.00333333333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00280, 0.00111111111111, 0.0333148096679, 0.00110554159679, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Y_C00283, 0.985555555556, 0.119313882131, 0.00405365252155, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00294, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Y_C00295, 0.975555555556, 0.154424459139, 0.00460273670605, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00299, 0.977777777778, 0.147405546238, 0.00444444444444, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00300, 0.983333333333, 0.128019095798, 0.00426730319326, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00301, 0.978888888889, 0.143754763743, 0.00463347988044, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00302, 0.985555555556, 0.119313882131, 0.00373670482684, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00307, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Y_C00310, 0.98, 0.14, 0.00454877544232, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00311, 0.982222222222, 0.132142833309, 0.00407340061774, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00312, 0.981111111111, 0.136132651357, 0.00472842729577, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00314, 0.00111111111111, 0.0333148096679, 0.00110554159679, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Y_C00315, 0.987777777778, 0.109876473852, 0.00347655285492, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00318, 0.991111111111, 0.0938609425864, 0.00301436888139, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00319, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Y_C00320, 0.994444444444, 0.074328267557, 0.00242161052419, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00322, 0.99, 0.0994987437107, 0.00317979733806, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00325, 0.997777777778, 0.0470880446676, 0.00155555555556, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00327, 0.988888888889, 0.104822012578, 0.00333333333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00328, 0.985555555556, 0.119313882131, 0.00405365252155, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00329, 0.982222222222, 0.132142833309, 0.00436597393431, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00330, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Y_C00331, 0.984444444444, 0.123748051487, 0.00471928012924, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00332, 0.987777777778, 0.109876473852, 0.00347655285492, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00334, 0.996666666667, 0.0576387215526, 0.00189541356769, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00337, 0.983333333333, 0.128019095798, 0.0045474182066, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00339, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Y_C00340, 0.987777777778, 0.109876473852, 0.00381517438075, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00341, 0.00111111111111, 0.0333148096679, 0.00110554159679, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Y_C00342, 0.994444444444, 0.074328267557, 0.00242161052419, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00343, 0.993333333333, 0.0813770374382, 0.00263874268601, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
Y_C00344, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Y_C00345, 0.978888888889, 0.143754763743, 0.00463347988044, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
